customer_name,country,city,sub_channel,product_class,sales,quantity,price,month,year,manager,name_of_sales_rep
HealthKart,Brazil,Salvador,Distributor,Vitamins,3613.78,41,90.36,April,2017,Sarah Connor,Amit Sharma
CurePoint,Germany,Hamburg,Online,Vitamins,1358.75,12,131.08,January,2024,Peter White,Laura Adams
LifeCare,Canada,Vancouver,Distributor,Antivirals,13067.6,45,311.71,January,2024,Sarah Connor,Laura Adams
PharmaPlus,Brazil,São Paulo,Retail,Vitamins,43043.03,100,374.7,September,2020,Peter White,Emily Clark
HealthKart,Australia,Melbourne,Retail,Vaccines,17624.08,53,332.77,January,2024,James Goodwill,Amit Sharma
CurePoint,India,Rendsburg,Retail,Vitamins,1759.69,82,20.22,January,2024,Peter White,Robert Wilson
CurePoint,France,Marseille,Retail,Antibiotics,21934.22,37,498.2,January,2020,James Goodwill,Emily Clark
HealthZone,UK,Birmingham,Online,Antibiotics,6290.25,131,49.95,March,2017,James Goodwill,William Lee
MedLife,Germany,Munich,Distributor,Antibiotics,6966.62,189,45.38,June,2020,Raj Malhotra,William Lee
HealthKart,UK,Manchester,Online,Antibiotics,35584.19,97,421.82,July,2022,James Goodwill,Amit Sharma
PharmaPlus,Canada,Calgary,Distributor,Vaccines,38700.52,159,213.79,July,2018,Linda Grey,Laura Adams
CurePoint,Canada,Calgary,Distributor,Vaccines,6299.25,37,179.51,August,2020,Peter White,Robert Wilson
HealthKart,UK,Liverpool,Retail,Antibiotics,5236.55,20,257.37,August,2024,Sarah Connor,Amit Sharma
HealthZone,Brazil,São Paulo,Retail,Vaccines,51255.26,179,293.55,November,2020,Raj Malhotra,Priya Mehta
MedLife,Germany,Frankfurt,Wholesale,Antivirals,24857.41,117,203.8,February,2020,Linda Grey,Michael Brown
CurePoint,France,Marseille,Online,Vaccines,34539.42,79,451.34,March,2024,Peter White,Sophia Patel
LifeCare,UK,Manchester,Retail,Vitamins,77053.14,170,496.15,February,2021,Raj Malhotra,Laura Adams
BioHealth,USA,Houston,Wholesale,Vitamins,14848.61,125,113.22,November,2019,James Goodwill,William Lee
BioHealth,USA,Houston,Distributor,Vaccines,15011.64,40,419.64,January,2021,Sarah Connor,Sophia Patel
MediStore,Brazil,Fortaleza,Wholesale,Analgesics,10914.11,26,360.75,December,2024,Sarah Connor,Robert Wilson
HealthKart,India,Rendsburg,Online,Vitamins,26419.09,87,319.94,May,2023,Peter White,John Doe
BioHealth,France,Paris,Wholesale,Antibiotics,225.34,2,98.68,March,2017,Raj Malhotra,Amit Sharma
MediStore,Australia,Adelaide,Retail,Antibiotics,6174.11,41,131.14,May,2018,Linda Grey,Robert Wilson
Apollo Pharmacy,Germany,Hamburg,Wholesale,Vitamins,34418.51,111,300.53,March,2019,Raj Malhotra,Amit Sharma
PharmaPlus,Brazil,Rio de Janeiro,Distributor,Vaccines,21848.3,84,300.55,September,2023,Sarah Connor,Robert Wilson
Apollo Pharmacy,Canada,Calgary,Retail,Antibiotics,19233.49,123,162.95,August,2021,Linda Grey,Sophia Patel
CurePoint,India,Bangalore,Online,Vitamins,50301.67,163,331.8,February,2019,Peter White,Emily Clark
HealthKart,Germany,Munich,Online,Antivirals,48859.42,168,303.37,September,2024,James Goodwill,Emily Clark
MedLife,France,Marseille,Retail,Antivirals,31381.95,151,232.36,August,2018,Peter White,William Lee
HealthKart,UK,Birmingham,Wholesale,Antibiotics,41196.19,195,226.59,August,2019,Peter White,Sophia Patel
RemedyMart,USA,Chicago,Online,Antivirals,18429.71,93,175.13,August,2022,Raj Malhotra,Laura Adams
PharmaPlus,Canada,Toronto,Retail,Antivirals,238.31,1,230.22,February,2024,Raj Malhotra,Robert Wilson
Apollo Pharmacy,Germany,Munich,Wholesale,Antibiotics,126.21,1,133.74,July,2022,Linda Grey,Amit Sharma
HealthZone,Australia,Perth,Online,Vitamins,857.22,28,27.97,November,2021,Raj Malhotra,Amit Sharma
MedLife,India,Bangalore,Retail,Vaccines,70186.58,165,393.08,May,2021,Peter White,Laura Adams
CurePoint,Germany,Rendsburg,Online,Analgesics,19070.47,56,296.82,May,2017,Raj Malhotra,William Lee
LifeCare,UK,Leeds,Retail,Antibiotics,24126.61,108,274.55,July,2023,Linda Grey,William Lee
LifeCare,Germany,Berlin,Wholesale,Antibiotics,2998.59,78,37.97,August,2017,Sarah Connor,Michael Brown
RemedyMart,USA,Houston,Retail,Antivirals,746.17,20,35.33,September,2021,Sarah Connor,Laura Adams
Apollo Pharmacy,UK,Manchester,Online,Antivirals,9511.97,35,231.58,June,2022,James Goodwill,David Garcia
MediStore,Brazil,Brasília,Wholesale,Vaccines,4324.44,69,60.62,June,2019,Linda Grey,Michael Brown
BioHealth,France,Marseille,Retail,Analgesics,1185.43,12,82.69,October,2019,Sarah Connor,John Doe
BioHealth,Australia,Brisbane,Online,Antivirals,740.02,43,18.52,June,2022,Raj Malhotra,William Lee
BioHealth,USA,Chicago,Retail,Antibiotics,12394.59,29,435.28,October,2023,James Goodwill,William Lee
CurePoint,Brazil,Fortaleza,Distributor,Vitamins,45517.64,171,249.53,October,2019,Raj Malhotra,Amit Sharma
HealthZone,Canada,Calgary,Wholesale,Antibiotics,5131.52,84,71.61,July,2022,Raj Malhotra,Laura Adams
CurePoint,UK,Manchester,Retail,Antibiotics,16271.77,52,355.29,December,2024,Peter White,John Doe
LifeCare,India,Mumbai,Retail,Antivirals,9330.1,119,89.57,October,2022,Peter White,John Doe
BioHealth,Australia,Sydney,Distributor,Vaccines,618.67,8,86.52,May,2023,Peter White,John Doe
HealthKart,USA,Chicago,Distributor,Antivirals,12369.78,86,135.1,August,2024,James Goodwill,Amit Sharma
LifeCare,Canada,Ottawa,Distributor,Antivirals,60394.91,119,472.86,September,2023,Linda Grey,Michael Brown
HealthKart,Brazil,São Paulo,Online,Analgesics,16733.68,114,129.63,June,2020,Raj Malhotra,John Doe
PharmaPlus,Brazil,São Paulo,Online,Antibiotics,11054.4,47,289.6,January,2017,Linda Grey,Robert Wilson
HealthZone,Canada,Montreal,Wholesale,Antibiotics,33606.36,72,399.8,July,2017,Linda Grey,William Lee
LifeCare,USA,New York,Retail,Antivirals,123.03,1,115.68,March,2020,Sarah Connor,John Doe
HealthKart,India,Rendsburg,Retail,Vitamins,18402.61,53,336.82,May,2021,Linda Grey,William Lee
BioHealth,Brazil,Rio de Janeiro,Distributor,Vitamins,75758.71,190,332.34,September,2021,Sarah Connor,John Doe
HealthZone,Australia,Melbourne,Retail,Analgesics,37656.13,198,165.87,January,2021,Linda Grey,Amit Sharma
LifeCare,UK,Manchester,Distributor,Analgesics,43253.44,89,436.67,July,2020,Linda Grey,Priya Mehta
CurePoint,UK,London,Retail,Vaccines,9838.93,77,151.46,January,2018,Raj Malhotra,Michael Brown
RemedyMart,Brazil,Salvador,Retail,Analgesics,18976.43,98,208.03,June,2021,Sarah Connor,John Doe
HealthZone,USA,New York,Online,Vitamins,26599.12,102,224.7,July,2018,Peter White,Laura Adams
LifeCare,Germany,Frankfurt,Retail,Antivirals,55074.51,141,400.93,March,2023,Raj Malhotra,Michael Brown
CurePoint,Germany,Munich,Retail,Vitamins,13373.29,75,194.08,February,2024,Raj Malhotra,John Doe
PharmaPlus,France,Nice,Distributor,Vitamins,2372.17,199,12.82,November,2020,James Goodwill,Robert Wilson
CurePoint,India,Mumbai,Distributor,Analgesics,24065.89,76,308.82,December,2022,James Goodwill,Laura Adams
HealthKart,UK,Birmingham,Distributor,Analgesics,28852.79,147,200.39,December,2022,Peter White,William Lee
HealthKart,Germany,Rendsburg,Wholesale,Antibiotics,13289.93,49,277.39,June,2021,Raj Malhotra,Michael Brown
MediStore,India,Delhi,Retail,Antivirals,4872.34,102,45.87,June,2024,Peter White,Sophia Patel
HealthKart,France,Lyon,Retail,Analgesics,39441.63,110,324.86,February,2018,Raj Malhotra,Priya Mehta
Apollo Pharmacy,Canada,Toronto,Online,Vaccines,2021.4,9,196.1,December,2022,James Goodwill,William Lee
HealthKart,India,Chennai,Distributor,Antibiotics,23786.32,48,425.11,October,2024,Peter White,William Lee
PharmaPlus,Germany,Frankfurt,Online,Analgesics,8388.79,154,63.37,March,2019,Sarah Connor,Priya Mehta
HealthZone,USA,Chicago,Wholesale,Antivirals,14315.3,48,294.28,March,2018,Linda Grey,Emily Clark
MediStore,Canada,Toronto,Retail,Vaccines,3108.86,15,203.24,November,2024,Raj Malhotra,William Lee
PharmaPlus,Canada,Toronto,Online,Antibiotics,19679.63,46,361.88,April,2020,Peter White,Michael Brown
MediStore,Australia,Adelaide,Wholesale,Vaccines,1786.35,21,105.93,February,2023,Raj Malhotra,Sophia Patel
Apollo Pharmacy,USA,Los Angeles,Online,Vitamins,2495.75,47,44.93,March,2019,Peter White,Laura Adams
PharmaPlus,Australia,Brisbane,Wholesale,Vaccines,13773.3,36,464.25,May,2024,Peter White,Michael Brown
LifeCare,Australia,Melbourne,Distributor,Antibiotics,4512.71,21,244.8,August,2018,Raj Malhotra,John Doe
BioHealth,France,Marseille,Retail,Antivirals,17467.67,78,248.08,June,2017,Linda Grey,Amit Sharma
MediStore,Germany,Rendsburg,Retail,Vaccines,20617.63,52,338.35,September,2022,Peter White,Amit Sharma
BioHealth,Germany,Berlin,Retail,Analgesics,39545.22,156,274.19,November,2020,Raj Malhotra,Sophia Patel
MedLife,Australia,Melbourne,Online,Vaccines,56934.35,164,361.64,August,2020,Sarah Connor,Robert Wilson
LifeCare,India,Chennai,Wholesale,Vitamins,13896.89,77,212.64,May,2021,Peter White,Sophia Patel
MediStore,UK,Leeds,Distributor,Vaccines,2099.63,7,343.75,March,2021,Raj Malhotra,Priya Mehta
RemedyMart,UK,London,Online,Vitamins,13003.62,141,100.45,November,2020,James Goodwill,Robert Wilson
BioHealth,France,Toulouse,Distributor,Analgesics,19991.51,170,100.76,September,2021,Sarah Connor,Emily Clark
BioHealth,Brazil,Brasília,Online,Antibiotics,23281.84,84,246.94,February,2019,Raj Malhotra,Sophia Patel
BioHealth,UK,Liverpool,Online,Analgesics,25163.51,129,193.02,February,2018,Linda Grey,Sophia Patel
MedLife,UK,Manchester,Wholesale,Antibiotics,23290.6,47,476.19,March,2024,Linda Grey,Priya Mehta
HealthZone,Australia,Sydney,Online,Antibiotics,32126.6,118,262.44,January,2017,Peter White,Emily Clark
CurePoint,UK,Manchester,Distributor,Analgesics,3092.86,26,113.9,July,2024,Raj Malhotra,Amit Sharma
PharmaPlus,France,Toulouse,Wholesale,Vaccines,26486.8,122,186.78,September,2019,Linda Grey,Laura Adams
Apollo Pharmacy,France,Paris,Online,Vaccines,24912.8,152,183.18,January,2019,James Goodwill,Michael Brown
MedLife,India,Mumbai,Distributor,Analgesics,6388.82,37,158.01,January,2019,James Goodwill,Sophia Patel
MedLife,France,Lyon,Online,Antibiotics,23221.56,100,217.63,July,2021,Sarah Connor,Michael Brown
BioHealth,France,Nice,Online,Antibiotics,48416.8,146,385.66,March,2019,Peter White,Emily Clark
BioHealth,USA,Houston,Distributor,Vitamins,47203.32,183,297.44,January,2020,Raj Malhotra,David Garcia
HealthZone,USA,Los Angeles,Retail,Analgesics,41443.42,108,432.77,September,2017,Raj Malhotra,Michael Brown
LifeCare,Brazil,Salvador,Retail,Analgesics,3420.82,150,21.58,September,2017,Linda Grey,Laura Adams
Apollo Pharmacy,Canada,Ottawa,Retail,Antivirals,49368.99,199,277.88,August,2024,Linda Grey,Robert Wilson
RemedyMart,India,Mumbai,Retail,Antibiotics,20531.7,78,319.69,May,2024,Peter White,Michael Brown
LifeCare,Australia,Melbourne,Retail,Analgesics,64591.86,153,494.01,May,2017,Peter White,Sophia Patel
MediStore,Canada,Calgary,Retail,Vaccines,28334.15,85,341.16,August,2023,Linda Grey,Laura Adams
CurePoint,USA,Chicago,Retail,Vitamins,48681.94,125,361.62,October,2023,Raj Malhotra,Laura Adams
HealthKart,Australia,Adelaide,Distributor,Vaccines,1472.74,24,72.91,December,2019,Sarah Connor,Sophia Patel
HealthZone,Canada,Ottawa,Online,Vitamins,27224.27,102,293.41,June,2020,Peter White,David Garcia
HealthZone,France,Nice,Retail,Vaccines,2165.92,36,51.97,December,2024,Peter White,Emily Clark
CurePoint,Germany,Frankfurt,Wholesale,Antibiotics,25621.81,131,206.58,August,2021,James Goodwill,Emily Clark
LifeCare,Canada,Vancouver,Distributor,Vaccines,10658.77,70,183.95,January,2024,Peter White,David Garcia
RemedyMart,Australia,Melbourne,Wholesale,Antibiotics,21851.11,49,417.61,July,2020,James Goodwill,John Doe
PharmaPlus,Australia,Adelaide,Distributor,Vitamins,21760.22,172,124.52,May,2021,Peter White,Emily Clark
PharmaPlus,UK,London,Retail,Vitamins,15315.09,50,343.26,November,2023,Sarah Connor,Laura Adams
HealthZone,UK,London,Online,Antivirals,10724.78,58,173.17,July,2022,James Goodwill,Priya Mehta
HealthKart,Brazil,Fortaleza,Retail,Antivirals,58828.61,172,334.3,July,2023,Raj Malhotra,Emily Clark
MediStore,India,Chennai,Wholesale,Antivirals,20921.46,98,228.71,June,2024,Sarah Connor,Michael Brown
RemedyMart,India,Rendsburg,Retail,Vitamins,50669.44,150,285.53,February,2022,James Goodwill,Laura Adams
HealthKart,USA,New York,Online,Antivirals,27247.56,77,321.13,March,2019,James Goodwill,David Garcia
MediStore,USA,Houston,Wholesale,Vitamins,12572.34,55,272.56,August,2021,Linda Grey,Sophia Patel
LifeCare,Canada,Toronto,Retail,Antivirals,39973.09,121,412.69,November,2022,James Goodwill,Emily Clark
CurePoint,USA,Chicago,Wholesale,Antivirals,54071.43,144,335.81,November,2019,Raj Malhotra,John Doe
BioHealth,Australia,Adelaide,Online,Analgesics,24107.85,144,197.44,September,2022,Raj Malhotra,David Garcia
HealthKart,USA,Los Angeles,Retail,Vaccines,11656.56,115,84.68,October,2019,Peter White,Michael Brown
MediStore,Australia,Adelaide,Distributor,Antivirals,36084.68,104,386.61,June,2018,James Goodwill,Priya Mehta
PharmaPlus,UK,Birmingham,Distributor,Antivirals,8351.5,30,265.27,November,2021,James Goodwill,David Garcia
PharmaPlus,India,Mumbai,Distributor,Antivirals,2625.48,32,72.58,March,2019,James Goodwill,Michael Brown
BioHealth,Brazil,Salvador,Distributor,Vaccines,2761.5,38,88.06,April,2020,James Goodwill,Emily Clark
MediStore,France,Lyon,Distributor,Vitamins,5166.31,36,158.53,March,2023,Peter White,Priya Mehta
RemedyMart,France,Paris,Online,Antivirals,12181.07,66,196.65,June,2024,Peter White,Laura Adams
RemedyMart,Germany,Munich,Distributor,Vaccines,29553.85,193,159.71,March,2021,Raj Malhotra,David Garcia
Apollo Pharmacy,Canada,Ottawa,Distributor,Vitamins,81875.46,151,471.77,February,2019,Linda Grey,Michael Brown
MediStore,Brazil,Brasília,Retail,Analgesics,2759.64,6,460.5,December,2022,Peter White,Sophia Patel
HealthKart,France,Paris,Wholesale,Vaccines,23657.28,86,287.62,May,2022,Peter White,Amit Sharma
RemedyMart,USA,Chicago,Online,Antivirals,4733.79,12,465.99,July,2021,Peter White,Michael Brown
HealthZone,France,Toulouse,Wholesale,Antibiotics,27867.74,82,317.7,December,2024,Linda Grey,Robert Wilson
HealthZone,Brazil,Salvador,Distributor,Antibiotics,49192.01,158,363.5,May,2018,Peter White,John Doe
MediStore,UK,Birmingham,Wholesale,Analgesics,928.11,7,159.29,September,2022,Linda Grey,Sophia Patel
RemedyMart,USA,New York,Online,Vaccines,2723.93,149,21.22,September,2018,Raj Malhotra,William Lee
HealthZone,Germany,Munich,Online,Antivirals,34842.22,163,179.59,December,2023,Linda Grey,Laura Adams
MedLife,Australia,Sydney,Wholesale,Antivirals,3523.1,10,413.02,July,2017,James Goodwill,William Lee
RemedyMart,USA,San Francisco,Retail,Antivirals,9217.61,54,163.73,January,2020,Peter White,Robert Wilson
HealthKart,France,Marseille,Retail,Vitamins,22073.02,65,307.06,October,2024,Raj Malhotra,Emily Clark
HealthKart,Canada,Vancouver,Online,Antibiotics,24447.69,125,165.59,June,2022,Peter White,William Lee
Apollo Pharmacy,Germany,Berlin,Online,Vitamins,10370.26,134,81.72,May,2018,Sarah Connor,William Lee
MediStore,Australia,Brisbane,Wholesale,Antivirals,33310.06,136,244.33,January,2020,Linda Grey,Laura Adams
BioHealth,France,Toulouse,Retail,Antivirals,38826.75,79,481.93,January,2022,Linda Grey,John Doe
PharmaPlus,Germany,Rendsburg,Wholesale,Analgesics,2317.84,32,69.8,April,2024,Peter White,Emily Clark
HealthZone,USA,Houston,Online,Antibiotics,7804.79,31,258.01,January,2023,Peter White,Robert Wilson
CurePoint,Germany,Berlin,Retail,Vitamins,20509.49,60,427.21,January,2017,Raj Malhotra,Michael Brown
Apollo Pharmacy,UK,Liverpool,Distributor,Vaccines,14294.97,43,313.6,August,2018,James Goodwill,Priya Mehta
MedLife,UK,Manchester,Retail,Vitamins,1381.33,31,40.06,March,2020,Raj Malhotra,Laura Adams
CurePoint,USA,San Francisco,Retail,Vitamins,1130.59,10,113.76,December,2022,James Goodwill,Emily Clark
MedLife,Australia,Perth,Distributor,Vaccines,7351.17,178,38.31,December,2021,Peter White,David Garcia
CurePoint,UK,Manchester,Online,Vaccines,6449.02,83,93.63,July,2020,Sarah Connor,Robert Wilson
RemedyMart,USA,Houston,Wholesale,Vitamins,20793.29,156,158.6,October,2018,Sarah Connor,Amit Sharma
HealthKart,Germany,Hamburg,Retail,Antibiotics,29229.19,80,348.89,January,2018,James Goodwill,Robert Wilson
HealthKart,Germany,Munich,Wholesale,Vitamins,2243.88,4,498.38,December,2017,Sarah Connor,John Doe
CurePoint,Canada,Calgary,Distributor,Antivirals,10584.93,103,118.19,May,2019,James Goodwill,John Doe
BioHealth,UK,Liverpool,Wholesale,Vitamins,42692.27,164,268.25,April,2023,Linda Grey,William Lee
PharmaPlus,France,Marseille,Wholesale,Vitamins,24127.04,63,398.13,December,2023,Peter White,Emily Clark
HealthKart,Canada,Calgary,Retail,Antibiotics,1858.74,7,267.5,January,2020,Linda Grey,Emily Clark
MediStore,Germany,Berlin,Online,Vaccines,81444.74,199,369.47,January,2024,Raj Malhotra,Sophia Patel
PharmaPlus,Brazil,Rio de Janeiro,Online,Antivirals,38855.23,183,213.92,June,2018,James Goodwill,Amit Sharma
MediStore,Germany,Hamburg,Wholesale,Antibiotics,25013.23,79,295.25,July,2023,Sarah Connor,Amit Sharma
BioHealth,India,Rendsburg,Distributor,Vaccines,28953.57,120,272.3,September,2018,Raj Malhotra,Michael Brown
LifeCare,India,Rendsburg,Wholesale,Antibiotics,86298.59,181,402.75,December,2018,Sarah Connor,Michael Brown
CurePoint,France,Marseille,Retail,Vitamins,28537.36,164,191.99,December,2017,Peter White,Amit Sharma
RemedyMart,USA,San Francisco,Wholesale,Analgesics,36791.14,139,232.64,November,2021,Sarah Connor,David Garcia
BioHealth,Germany,Frankfurt,Retail,Antibiotics,12944.26,183,83.13,May,2019,James Goodwill,Robert Wilson
BioHealth,France,Paris,Retail,Antivirals,6294.89,34,169.09,July,2017,Raj Malhotra,Michael Brown
CurePoint,Germany,Berlin,Distributor,Analgesics,74273.49,180,431.19,July,2023,Linda Grey,Robert Wilson
BioHealth,India,Chennai,Wholesale,Analgesics,22199.34,42,447.12,February,2023,Peter White,Sophia Patel
HealthKart,Australia,Brisbane,Retail,Analgesics,6658.94,17,332.76,June,2024,Linda Grey,Sophia Patel
Apollo Pharmacy,USA,Houston,Wholesale,Analgesics,26312.82,130,224.43,January,2017,Raj Malhotra,Michael Brown
LifeCare,Canada,Toronto,Online,Vitamins,4198.44,10,465.86,March,2018,Sarah Connor,Laura Adams
HealthZone,Brazil,Brasília,Retail,Antibiotics,8684.68,21,414.31,September,2017,Raj Malhotra,Robert Wilson
MediStore,India,Mumbai,Wholesale,Vitamins,3785.08,8,448.61,July,2022,James Goodwill,Laura Adams
LifeCare,India,Chennai,Online,Antibiotics,34522.57,79,445.8,September,2020,Sarah Connor,John Doe
CurePoint,Canada,Montreal,Wholesale,Vaccines,15832.59,173,83.58,April,2023,James Goodwill,Laura Adams
BioHealth,India,Bangalore,Wholesale,Analgesics,35918.62,193,227.2,December,2024,James Goodwill,Emily Clark
RemedyMart,UK,Liverpool,Online,Analgesics,26031.18,87,361.0,January,2023,Linda Grey,John Doe
HealthZone,UK,Manchester,Retail,Vaccines,7627.5,152,61.63,January,2023,James Goodwill,Laura Adams
Apollo Pharmacy,India,Bangalore,Distributor,Vaccines,51737.87,148,371.38,September,2019,Peter White,Michael Brown
HealthKart,Canada,Vancouver,Wholesale,Antivirals,64817.96,110,495.88,June,2023,James Goodwill,Michael Brown
BioHealth,UK,London,Wholesale,Antibiotics,50111.78,135,394.08,February,2024,Peter White,Robert Wilson
Apollo Pharmacy,USA,New York,Online,Antivirals,11521.3,186,58.21,September,2024,Peter White,Emily Clark
LifeCare,Brazil,São Paulo,Retail,Antivirals,4065.37,96,43.67,October,2021,James Goodwill,William Lee
Apollo Pharmacy,Brazil,Rio de Janeiro,Distributor,Antibiotics,6622.91,111,50.26,April,2018,Sarah Connor,Michael Brown
Apollo Pharmacy,UK,Birmingham,Retail,Vitamins,55245.09,136,386.92,June,2023,Peter White,William Lee
Apollo Pharmacy,Australia,Melbourne,Wholesale,Analgesics,52575.1,194,337.0,May,2021,James Goodwill,Laura Adams
Apollo Pharmacy,UK,Liverpool,Wholesale,Analgesics,12440.3,36,311.36,May,2021,Linda Grey,Emily Clark
CurePoint,USA,New York,Online,Vaccines,80466.36,169,480.31,November,2017,Raj Malhotra,Robert Wilson
BioHealth,France,Toulouse,Retail,Analgesics,16270.33,114,167.89,July,2017,Peter White,William Lee
MedLife,France,Nice,Retail,Antivirals,46425.15,91,490.19,July,2024,James Goodwill,Laura Adams
CurePoint,USA,San Francisco,Retail,Antivirals,84125.04,181,460.95,November,2023,Raj Malhotra,Laura Adams
PharmaPlus,France,Nice,Retail,Vitamins,9034.57,32,331.67,April,2017,Sarah Connor,David Garcia
Apollo Pharmacy,Brazil,Salvador,Retail,Analgesics,1002.51,15,64.3,March,2019,Raj Malhotra,Emily Clark
PharmaPlus,Germany,Berlin,Wholesale,Analgesics,30314.19,153,194.24,May,2024,James Goodwill,Sophia Patel
PharmaPlus,Germany,Rendsburg,Distributor,Antibiotics,48238.12,114,472.11,August,2017,Raj Malhotra,John Doe
MediStore,France,Marseille,Online,Antivirals,21204.72,172,106.76,October,2020,James Goodwill,John Doe
MedLife,Canada,Montreal,Retail,Antivirals,63637.9,120,496.28,July,2018,Raj Malhotra,John Doe
CurePoint,USA,Houston,Retail,Vitamins,47390.89,119,440.84,April,2019,Sarah Connor,Priya Mehta
HealthZone,Brazil,Rio de Janeiro,Retail,Antibiotics,25765.15,175,133.6,March,2022,James Goodwill,Emily Clark
CurePoint,UK,Leeds,Online,Vitamins,80161.56,149,489.41,November,2020,Raj Malhotra,Sophia Patel
HealthKart,Australia,Brisbane,Distributor,Antivirals,10923.36,135,98.49,February,2024,Peter White,William Lee
CurePoint,Canada,Montreal,Wholesale,Vitamins,29591.32,86,379.06,March,2023,Linda Grey,Amit Sharma
CurePoint,France,Nice,Retail,Vitamins,2482.37,92,31.16,November,2018,Linda Grey,Robert Wilson
BioHealth,India,Chennai,Retail,Analgesics,8391.08,29,345.8,July,2020,Sarah Connor,John Doe
PharmaPlus,Australia,Melbourne,Distributor,Antivirals,5744.42,50,114.62,October,2024,Linda Grey,Emily Clark
Apollo Pharmacy,UK,London,Retail,Antivirals,15101.96,88,177.77,December,2020,Sarah Connor,Emily Clark
CurePoint,Australia,Brisbane,Retail,Vitamins,49544.69,165,299.27,August,2021,Raj Malhotra,William Lee
MediStore,Canada,Vancouver,Retail,Vaccines,10176.76,191,61.91,September,2020,Peter White,John Doe
HealthKart,Brazil,Fortaleza,Wholesale,Analgesics,13854.13,30,437.93,March,2024,Sarah Connor,Laura Adams
PharmaPlus,Canada,Ottawa,Retail,Antibiotics,24623.02,128,222.56,February,2018,Raj Malhotra,Michael Brown
HealthZone,UK,Manchester,Wholesale,Analgesics,2435.42,186,14.57,October,2022,Sarah Connor,Amit Sharma
CurePoint,Germany,Hamburg,Wholesale,Antivirals,2013.26,5,441.91,May,2022,James Goodwill,William Lee
PharmaPlus,USA,San Francisco,Wholesale,Analgesics,22683.86,64,402.03,December,2021,Linda Grey,Michael Brown
HealthKart,Australia,Sydney,Wholesale,Antibiotics,4208.6,10,373.75,May,2022,Raj Malhotra,John Doe
CurePoint,UK,London,Distributor,Antibiotics,51110.18,155,347.06,July,2022,Raj Malhotra,David Garcia
RemedyMart,Brazil,São Paulo,Wholesale,Vitamins,30940.77,137,281.57,February,2024,Linda Grey,Priya Mehta
Apollo Pharmacy,Brazil,Brasília,Distributor,Antivirals,42991.25,90,421.58,June,2020,Sarah Connor,Sophia Patel
MedLife,Australia,Brisbane,Retail,Vitamins,5828.44,14,377.28,October,2024,Sarah Connor,Amit Sharma
PharmaPlus,Brazil,Brasília,Online,Antibiotics,2925.93,20,170.2,August,2024,Sarah Connor,Emily Clark
Apollo Pharmacy,Canada,Calgary,Distributor,Antivirals,36877.92,70,439.56,June,2023,James Goodwill,John Doe
CurePoint,France,Nice,Distributor,Antivirals,27750.64,132,198.83,December,2020,Sarah Connor,Michael Brown
PharmaPlus,Brazil,São Paulo,Retail,Vitamins,63586.76,138,444.24,October,2022,Peter White,William Lee
RemedyMart,Germany,Berlin,Online,Antivirals,9922.06,37,334.89,June,2023,James Goodwill,Priya Mehta
MedLife,Germany,Rendsburg,Online,Antivirals,1249.8,103,11.58,December,2024,Peter White,William Lee
LifeCare,India,Chennai,Online,Antibiotics,377.63,4,98.85,September,2022,James Goodwill,John Doe
MediStore,Brazil,Brasília,Distributor,Antibiotics,5031.15,17,298.22,October,2023,Sarah Connor,Laura Adams
HealthZone,France,Lyon,Retail,Vitamins,4294.61,14,364.47,June,2023,Peter White,William Lee
PharmaPlus,UK,Birmingham,Retail,Vitamins,54321.0,186,285.13,July,2020,Linda Grey,Sophia Patel
MediStore,UK,London,Retail,Antibiotics,9195.07,24,341.47,June,2021,Peter White,David Garcia
Apollo Pharmacy,Australia,Melbourne,Online,Vaccines,3136.85,159,21.24,November,2020,Linda Grey,John Doe
MedLife,France,Marseille,Online,Antivirals,2477.57,63,47.76,March,2023,James Goodwill,Priya Mehta
Apollo Pharmacy,India,Delhi,Distributor,Antibiotics,48820.2,109,375.5,July,2017,Peter White,William Lee
CurePoint,USA,Los Angeles,Retail,Analgesics,46701.52,117,396.42,August,2024,James Goodwill,Laura Adams
HealthKart,Brazil,Rio de Janeiro,Wholesale,Analgesics,28837.16,176,193.0,November,2022,Linda Grey,Michael Brown
RemedyMart,Brazil,Brasília,Distributor,Vitamins,21021.1,113,222.67,March,2024,Raj Malhotra,Sophia Patel
HealthKart,UK,London,Wholesale,Vitamins,5283.83,116,40.65,November,2017,James Goodwill,Michael Brown
MediStore,Canada,Vancouver,Online,Antibiotics,27526.6,47,499.19,February,2021,Raj Malhotra,Sophia Patel
Apollo Pharmacy,Germany,Rendsburg,Online,Antibiotics,4510.69,45,95.01,January,2018,Peter White,Laura Adams
LifeCare,Australia,Perth,Retail,Antivirals,49531.41,148,394.97,March,2017,Linda Grey,John Doe
RemedyMart,Canada,Toronto,Online,Antivirals,107843.42,198,495.65,October,2023,Linda Grey,Sophia Patel
BioHealth,USA,Los Angeles,Online,Vitamins,30942.12,103,290.22,August,2018,Linda Grey,John Doe
MedLife,India,Delhi,Wholesale,Analgesics,25889.84,61,490.03,July,2022,James Goodwill,Sophia Patel
CurePoint,France,Nice,Wholesale,Analgesics,2648.15,107,21.85,September,2019,Sarah Connor,Laura Adams
BioHealth,Germany,Rendsburg,Retail,Vitamins,48038.11,198,263.86,September,2023,James Goodwill,John Doe
